ID,Age,Salary,Employment Type,Join Date,Complex Info,CI_Part1,CI_Part2,CI_Part3,Comments,Address,Street,City,Country
4928,24.0,46926.01,Part-time,2023-09-01 22:34:08.760600,5-BD-293,5,BD,293,,"8860 Main St, Illinois, Australia",8860 Main St,Illinois,
4929,20.0,41551.85,Part-time,2023-10-25 22:34:08.760604,4-DE-944,4,DE,944,,"3022 Main St, Texas",3022 Main St,Texas,
4930,27.0,49936.97,Full-time,2023-11-04 22:34:08.760608,1-AE-941,1,AE,941,Average,"1472 Main St, Florida",1472 Main St,Florida,
4931,51.0,55778.19,Freelance,2024-01-26 22:34:08.760611,4-DC-835,4,DC,835,Good,"7352 Main St, Texas, USA",7352 Main St,Texas,USA
4932,42.0,66810.29,Full-time,2023-06-26 22:34:08.760615,2-BD-556,2,BD,556,Average,"1831 Main St, New York, United Kingdom",1831 Main St,New York,UK
4933,43.0,48000.82,Freelance,2023-12-31 00:00:00.000000,4-EA-460,4,EA,460,Average,"6993 Main St, Florida, USA",6993 Main St,Florida,USA
4934,33.0,53082.3,Part-time,2023-08-12 22:34:08.760622,5-EC-308,5,EC,308,,"8530 Main St, California, Australia",8530 Main St,California,
4935,19.0,51714.63,Freelance,2023-08-13 22:34:08.760625,1-AE-202,1,AE,202,Poor,"7945 Main St, New York, Canada",7945 Main St,New York,Canada
4936,41.0,50027.05,Contract,2023-05-28 22:34:08.760629,1-BC-966,1,BC,966,Poor,"9583 Main St, California, USA",9583 Main St,California,USA
4937,43.0,33659.86,Part-time,2023-07-18 22:34:08.760633,2-BE-726,2,BE,726,,"8969 Main St, California, United Kingdom",8969 Main St,California,UK
4938,55.0,66626.67,Contract,2023-08-30 22:34:08.760637,2-BC-694,2,BC,694,Good,"6648 Main St, Texas, Australia",6648 Main St,Texas,
4939,39.0,54427.93,Part-time,2024-01-26 22:34:08.760640,5-AD-669,5,AD,669,,"592 Main St, Florida, Australia",592 Main St,Florida,
4940,43.0,55923.22,Part-time,2023-10-04 22:34:08.760648,5-CD-937,5,CD,937,Good,"1928 Main St, Florida, USA",1928 Main St,Florida,USA
4941,60.0,37902.36,Contract,2023-08-04 22:34:08.760652,3-AC-539,3,AC,539,,"5438 Main St, Illinois, United Kingdom",5438 Main St,Illinois,UK
4942,56.0,43111.69,Full-time,2023-11-17 22:34:08.760656,4-AB-643,4,AB,643,Good,"2139 Main St, Illinois, Australia",2139 Main St,Illinois,
4943,44.0,47357.99,Freelance,2023-09-15 22:34:08.760659,5-AD-580,5,AD,580,Average,"9222 Main St, Texas, USA",9222 Main St,Texas,USA
4944,46.0,26988.13,Part-time,2023-10-22 22:34:08.760663,5-BE-517,5,BE,517,Average,"7200 Main St, California",7200 Main St,California,
4945,64.0,24679.49,Freelance,2023-09-03 22:34:08.760667,5-CC-598,5,CC,598,Good,"8800 Main St, New York, Australia",8800 Main St,New York,
4946,55.0,49936.97,Part-time,2023-08-22 22:34:08.760670,2-AA-451,2,AA,451,,"7964 Main St, New York, USA",7964 Main St,New York,USA
4947,37.0,57837.81,Freelance,2023-03-26 22:34:08.760674,4-CA-473,4,CA,473,Average,"5059 Main St, Illinois, USA",5059 Main St,Illinois,USA
4948,44.0,40202.94,Part-time,2023-09-11 22:34:08.760678,4-EA-757,4,EA,757,,"4014 Main St, New York, USA",4014 Main St,New York,USA
4949,58.0,34717.92,Full-time,2023-03-19 22:34:08.760682,2-AE-196,2,AE,196,Poor,"2315 Main St, New York, USA",2315 Main St,New York,USA
4950,37.0,37779.72,Part-time,2023-05-03 22:34:08.760685,1-BA-606,1,BA,606,Average,"8645 Main St, Texas, Canada",8645 Main St,Texas,Canada
4951,61.0,43169.86,Full-time,2023-12-13 22:34:08.760689,4-BD-126,4,BD,126,,"5220 Main St, Texas, United Kingdom",5220 Main St,Texas,UK
4952,36.0,44692.12,Part-time,2023-12-15 22:34:08.760693,1-CE-166,1,CE,166,,"1487 Main St, Illinois, Australia",1487 Main St,Illinois,
4953,37.0,82482.82,Freelance,2023-11-12 22:34:08.760698,5-BA-709,5,BA,709,Poor,"5340 Main St, California, USA",5340 Main St,California,USA
4954,52.0,65819.31,Contract,2024-01-14 22:34:08.760702,3-CD-153,3,CD,153,,"6902 Main St, Florida, USA",6902 Main St,Florida,USA
4955,64.0,49936.97,Part-time,2024-02-12 22:34:08.760706,1-DA-661,1,DA,661,Good,"767 Main St, California, United Kingdom",767 Main St,California,UK
4956,19.0,67528.71,Part-time,2023-12-15 22:34:08.760710,4-CD-882,4,CD,882,Average,"5319 Main St, New York, Canada",5319 Main St,New York,Canada
4957,47.0,35017.69,Full-time,2023-03-03 22:34:08.760713,5-DD-651,5,DD,651,Good,"8729 Main St, Illinois, USA",8729 Main St,Illinois,USA
4958,51.0,49936.97,Freelance,2023-04-15 22:34:08.760717,3-EC-492,3,EC,492,Poor,"7762 Main St, Florida, USA",7762 Main St,Florida,USA
4959,39.0,33396.95,Full-time,2023-11-05 22:34:08.760721,2-CE-486,2,CE,486,Good,"3455 Main St, Florida, USA",3455 Main St,Florida,USA
4960,20.0,70017.59,Freelance,2023-05-08 22:34:08.760725,2-AE-476,2,AE,476,,"5468 Main St, New York, Canada",5468 Main St,New York,Canada
4961,23.0,41792.12,Freelance,2023-03-18 22:34:08.760729,4-AE-559,4,AE,559,Poor,"2780 Main St, Texas, Canada",2780 Main St,Texas,Canada
4962,32.0,31229.66,Full-time,2023-07-08 22:34:08.760733,3-BC-911,3,BC,911,Poor,"3272 Main St, Florida, Australia",3272 Main St,Florida,
4963,44.0,43535.06,Contract,2023-06-16 22:34:08.760737,1-EE-334,1,EE,334,Good,"4861 Main St, New York, USA",4861 Main St,New York,USA
4964,27.0,46420.92,Freelance,2023-04-24 22:34:08.760740,5-AD-855,5,AD,855,Poor,"535 Main St, Texas, Australia",535 Main St,Texas,
4965,26.0,54026.2,Contract,2023-09-09 22:34:08.760744,5-AC-199,5,AC,199,Good,"7281 Main St, Texas, USA",7281 Main St,Texas,USA
4966,50.0,53764.27,Full-time,2023-12-06 22:34:08.760748,4-BB-676,4,BB,676,Good,"3244 Main St, California, USA",3244 Main St,California,USA
4967,49.0,37577.29,Contract,2023-07-18 22:34:08.760752,5-BE-650,5,BE,650,Good,"8135 Main St, California, Canada",8135 Main St,California,Canada
4968,65.0,60284.85,Freelance,2024-01-13 22:34:08.760755,3-CA-696,3,CA,696,Poor,"1720 Main St, New York, Australia",1720 Main St,New York,
4969,23.0,49936.97,Full-time,2023-12-31 22:34:08.760759,3-BC-440,3,BC,440,Poor,"7775 Main St, Australia",7775 Main St,Australia,
4970,58.0,47655.85,Contract,2023-12-13 22:34:08.760762,3-CC-688,3,CC,688,Average,"2439 Main St, Illinois, Canada",2439 Main St,Illinois,Canada
4971,53.0,60301.61,Full-time,2024-01-15 22:34:08.760766,3-BA-659,3,BA,659,Good,"9154 Main St, Illinois, Canada",9154 Main St,Illinois,Canada
4972,19.0,40372.68,Full-time,2023-04-10 22:34:08.760769,1-EC-326,1,EC,326,Good,"3182 Main St, California, Canada",3182 Main St,California,Canada
4973,46.0,41459.73,Contract,2023-09-12 22:34:08.760773,5-DA-763,5,DA,763,Good,"369 Main St, California, USA",369 Main St,California,USA
4974,21.0,58875.02,Freelance,2023-12-02 22:34:08.760777,3-AA-754,3,AA,754,Good,"8992 Main St, Texas, Australia",8992 Main St,Texas,
4975,18.0,37134.0,Freelance,2023-05-07 22:34:08.760781,5-DA-259,5,DA,259,Good,"4469 Main St, Illinois, United Kingdom",4469 Main St,Illinois,UK
4976,36.0,44228.12,Freelance,2023-10-12 22:34:08.760785,5-BC-776,5,BC,776,Good,"8666 Main St, California, Canada",8666 Main St,California,Canada
4977,43.0,58336.13,Freelance,2023-06-20 22:34:08.760788,4-CE-389,4,CE,389,Good,"6672 Main St, California, United Kingdom",6672 Main St,California,UK
4978,42.0,80811.39,Part-time,2023-04-19 22:34:08.760792,2-BD-403,2,BD,403,Average,"3149 Main St, Illinois, Australia",3149 Main St,Illinois,
4979,43.0,59081.07,Full-time,2023-04-11 22:34:08.760796,3-BA-267,3,BA,267,Average,"111 Main St, California, USA",111 Main St,California,USA
4980,32.0,57089.6,Full-time,2023-10-21 22:34:08.760800,2-CD-583,2,CD,583,,"8824 Main St, Illinois, United Kingdom",8824 Main St,Illinois,UK
4981,39.0,57962.02,Part-time,2023-04-05 22:34:08.760804,3-AC-699,3,AC,699,Good,"6052 Main St, California, Canada",6052 Main St,California,Canada
4982,68.0,33902.15,Full-time,2024-01-29 22:34:08.760808,5-DB-224,5,DB,224,Good,"8701 Main St, New York, USA",8701 Main St,New York,USA
4983,65.0,51733.95,Full-time,2023-10-19 22:34:08.760812,2-DE-221,2,DE,221,Average,"8676 Main St, Texas, USA",8676 Main St,Texas,USA
4984,43.0,49553.5,Contract,2023-09-16 22:34:08.760815,4-DB-993,4,DB,993,Average,"9312 Main St, Florida, United Kingdom",9312 Main St,Florida,UK
4985,39.0,54823.77,Part-time,2023-02-27 22:34:08.760819,2-EB-320,2,EB,320,Good,"3426 Main St, Texas, Canada",3426 Main St,Texas,Canada
4986,53.0,51747.62,Full-time,2024-01-04 22:34:08.760823,5-AC-393,5,AC,393,Good,"4345 Main St, New York, Canada",4345 Main St,New York,Canada
4987,43.0,55695.5,Full-time,2023-09-03 22:34:08.760827,4-ED-383,4,ED,383,Average,"3511 Main St, New York, United Kingdom",3511 Main St,New York,UK
4988,47.0,45327.99,Part-time,2023-03-18 22:34:08.760830,4-BA-131,4,BA,131,Average,"2290 Main St, Texas, USA",2290 Main St,Texas,USA
4989,42.0,50879.13,Part-time,2023-06-12 22:34:08.760834,4-DB-283,4,DB,283,,"5691 Main St, Illinois, Canada",5691 Main St,Illinois,Canada
4990,62.0,31582.57,Contract,2023-09-12 22:34:08.760838,3-BC-903,3,BC,903,,"5711 Main St, Texas, USA",5711 Main St,Texas,USA
4991,43.0,45201.39,Contract,2023-09-07 22:34:08.760842,1-EE-306,1,EE,306,Good,"9198 Main St, Texas, USA",9198 Main St,Texas,USA
4992,18.0,70862.5,Freelance,2023-03-03 22:34:08.760846,4-ED-728,4,ED,728,Average,"6556 Main St, Illinois, United Kingdom",6556 Main St,Illinois,UK
4993,66.0,54782.13,Freelance,2023-12-24 22:34:08.760849,5-AA-561,5,AA,561,,"5309 Main St, California, Canada",5309 Main St,California,Canada
4994,62.0,49686.18,Contract,2024-01-24 22:34:08.760853,1-DE-428,1,DE,428,Good,"8895 Main St, Illinois, Canada",8895 Main St,Illinois,Canada
4995,21.0,78441.85,Full-time,2023-10-12 22:34:08.760856,1-DD-319,1,DD,319,,"4139 Main St, Illinois, USA",4139 Main St,Illinois,USA
4996,24.0,29587.48,Part-time,2023-11-29 22:34:08.760860,1-BB-685,1,BB,685,,"799 Main St, California, United Kingdom",799 Main St,California,UK
4997,66.0,49936.97,Contract,2024-01-24 22:34:08.760863,3-EE-311,3,EE,311,,"1093 Main St, California, USA",1093 Main St,California,USA
4998,26.0,75690.67,Freelance,2023-06-18 22:34:08.760868,5-DB-443,5,DB,443,Poor,"6755 Main St, Illinois, Australia",6755 Main St,Illinois,
4999,53.0,50689.41,Part-time,2023-09-24 22:34:08.760872,5-EB-286,5,EB,286,Good,"9066 Main St, Texas, United Kingdom",9066 Main St,Texas,UK
5000,36.0,46361.25,Freelance,2023-06-20 22:34:08.760875,2-AA-614,2,AA,614,,"185 Main St, Texas, Australia",185 Main St,Texas,
5001,18.0,32011.94,Full-time,2024-01-19 22:34:08.760879,4-AE-207,4,AE,207,Good,"6524 Main St, Australia",6524 Main St,Australia,
5002,27.0,49936.97,Full-time,2023-08-28 22:34:08.760883,4-BC-238,4,BC,238,Good,"7838 Main St, California, United Kingdom",7838 Main St,California,UK
5003,53.0,58166.9,Freelance,2024-02-01 22:34:08.760886,5-BD-286,5,BD,286,Average,"8464 Main St, New York, Australia",8464 Main St,New York,
5004,26.0,33582.58,Part-time,2023-08-03 22:34:08.760890,1-AE-273,1,AE,273,Good,"1072 Main St, California, USA",1072 Main St,California,USA
5005,62.0,47895.87,Freelance,2023-06-28 22:34:08.760894,1-DA-281,1,DA,281,,"7376 Main St, Illinois, USA",7376 Main St,Illinois,USA
5006,63.0,44967.26,Part-time,2023-10-09 22:34:08.760898,4-BD-176,4,BD,176,Good,"6423 Main St, Illinois, USA",6423 Main St,Illinois,USA
5007,59.0,53839.66,Contract,2023-06-26 22:34:08.760902,1-EE-660,1,EE,660,Average,"3982 Main St, Texas, USA",3982 Main St,Texas,USA
5008,49.0,33211.25,Freelance,2023-09-12 22:34:08.760906,1-CB-205,1,CB,205,Poor,"2005 Main St, New York, USA",2005 Main St,New York,USA
5009,43.0,68779.21,Freelance,2023-10-16 22:34:08.760909,5-BC-710,5,BC,710,Poor,"8943 Main St, California, Canada",8943 Main St,California,Canada
5010,23.0,63737.36,Part-time,2023-08-04 22:34:08.760913,1-BB-248,1,BB,248,Average,"1039 Main St, California, United Kingdom",1039 Main St,California,UK
5011,65.0,44552.37,Contract,2023-12-18 22:34:08.760916,1-DD-926,1,DD,926,,"6634 Main St, California, United Kingdom",6634 Main St,California,UK
5012,55.0,46753.72,Part-time,2024-01-05 22:34:08.760920,1-DD-964,1,DD,964,,"904 Main St, New York, USA",904 Main St,New York,USA
5013,34.0,47953.67,Part-time,2023-12-05 22:34:08.760924,2-AA-220,2,AA,220,,"6167 Main St, Florida, Australia",6167 Main St,Florida,
5014,27.0,38325.37,Freelance,2023-08-14 22:34:08.760927,2-BC-877,2,BC,877,Good,"5982 Main St, Illinois, USA",5982 Main St,Illinois,USA
5015,67.0,49936.97,Freelance,2024-01-23 22:34:08.760931,3-CA-194,3,CA,194,Poor,"6641 Main St, Texas, USA",6641 Main St,Texas,USA
5016,44.0,45945.94,Part-time,2023-09-07 22:34:08.760935,1-CE-351,1,CE,351,,"1405 Main St, Florida, Canada",1405 Main St,Florida,Canada
5017,67.0,74193.03,Full-time,2023-09-18 22:34:08.760938,2-DC-778,2,DC,778,Poor,"8281 Main St, Texas",8281 Main St,Texas,
5018,52.0,64199.27,Full-time,2023-04-22 22:34:08.760942,5-DC-589,5,DC,589,Average,"5593 Main St, New York, Canada",5593 Main St,New York,Canada
5019,69.0,64019.82,Full-time,2023-12-31 00:00:00.000000,5-AA-602,5,AA,602,Poor,"6349 Main St, New York, USA",6349 Main St,New York,USA
5020,38.0,55548.88,Freelance,2023-06-16 22:34:08.760950,1-DC-104,1,DC,104,,"2909 Main St, Florida, United Kingdom",2909 Main St,Florida,UK
5021,42.0,33240.09,Freelance,2023-12-31 00:00:00.000000,1-EA-424,1,EA,424,Poor,"9231 Main St, Texas, United Kingdom",9231 Main St,Texas,UK
5022,45.0,49377.63,Contract,2023-09-25 22:34:08.760957,5-DD-180,5,DD,180,Average,"2644 Main St, California, Canada",2644 Main St,California,Canada
5023,64.0,64557.33,Freelance,2023-09-07 22:34:08.760961,5-DB-731,5,DB,731,Poor,"6261 Main St, Texas, USA",6261 Main St,Texas,USA
5024,32.0,31126.03,Contract,2023-12-24 22:34:08.760964,5-EB-438,5,EB,438,Good,"9099 Main St, Florida, USA",9099 Main St,Florida,USA
5025,21.0,59548.3,Freelance,2023-12-26 22:34:08.760971,4-AB-292,4,AB,292,Average,"9160 Main St, New York, Canada",9160 Main St,New York,Canada
5026,46.0,84839.14,Full-time,2023-10-13 22:34:08.760975,5-EC-491,5,EC,491,Good,"9323 Main St, Florida, USA",9323 Main St,Florida,USA
5027,26.0,65927.25,Full-time,2023-08-01 22:34:08.760979,3-BA-976,3,BA,976,Good,"9043 Main St, Florida, United Kingdom",9043 Main St,Florida,UK
5028,44.0,71210.44,Part-time,2024-01-31 22:34:08.760983,5-BC-469,5,BC,469,,"5412 Main St, Texas, USA",5412 Main St,Texas,USA
5029,43.0,53275.08,Part-time,2023-11-15 22:34:08.760987,5-CC-830,5,CC,830,,"3215 Main St, California, USA",3215 Main St,California,USA
5030,36.0,49936.97,Contract,2023-11-09 22:34:08.760991,1-ED-612,1,ED,612,Average,"1176 Main St, Illinois, Canada",1176 Main St,Illinois,Canada
5031,45.0,39232.2,Contract,2023-12-31 00:00:00.000000,5-AC-500,5,AC,500,,"4409 Main St, California, Canada",4409 Main St,California,Canada
5032,34.0,61937.96,Part-time,2023-12-31 00:00:00.000000,5-CE-452,5,CE,452,Poor,"1792 Main St, Texas, United Kingdom",1792 Main St,Texas,UK
5033,60.0,59815.82,Contract,2023-12-31 00:00:00.000000,3-BE-242,3,BE,242,Average,"7316 Main St, Florida, Australia",7316 Main St,Florida,
5034,58.0,54348.67,Freelance,2023-04-11 22:34:08.761005,2-CE-873,2,CE,873,,"3422 Main St, New York, Australia",3422 Main St,New York,
5035,59.0,69740.11,Full-time,2023-04-26 22:34:08.761009,3-ED-426,3,ED,426,,"1633 Main St, Illinois, United Kingdom",1633 Main St,Illinois,UK
5036,67.0,41918.23,Part-time,2023-03-14 22:34:08.761013,3-DA-390,3,DA,390,Poor,"6689 Main St, California, Canada",6689 Main St,California,Canada
5037,37.0,47194.14,Part-time,2023-11-15 22:34:08.761016,1-BB-266,1,BB,266,Good,"1535 Main St, California, USA",1535 Main St,California,USA
5038,62.0,51431.93,Freelance,2023-12-12 22:34:08.761020,1-AA-642,1,AA,642,Poor,"2639 Main St, Illinois, Canada",2639 Main St,Illinois,Canada
5039,57.0,34555.84,Contract,2023-12-31 00:00:00.000000,1-AE-962,1,AE,962,Good,"2471 Main St, Florida, USA",2471 Main St,Florida,USA
5040,56.0,53403.98,Part-time,2023-08-07 22:34:08.761027,4-AD-108,4,AD,108,,"2834 Main St, Texas",2834 Main St,Texas,
5041,66.0,24216.04,Part-time,2024-02-11 22:34:08.761030,4-BD-716,4,BD,716,Good,"4036 Main St, California, USA",4036 Main St,California,USA
5042,40.0,65704.32,Freelance,2024-01-28 22:34:08.761034,2-AA-646,2,AA,646,Good,"7756 Main St, Texas, USA",7756 Main St,Texas,USA
5043,64.0,50699.56,Full-time,2023-07-26 22:34:08.761037,4-CA-103,4,CA,103,,"396 Main St, Texas, Australia",396 Main St,Texas,
5044,49.0,49936.97,Part-time,2023-11-29 22:34:08.761041,5-AD-739,5,AD,739,Average,"483 Main St, California, Canada",483 Main St,California,Canada
5045,69.0,37484.4,Part-time,2023-08-17 22:34:08.761045,5-CB-473,5,CB,473,Poor,"5564 Main St, Florida, USA",5564 Main St,Florida,USA
5046,64.0,46481.31,Freelance,2023-09-23 22:34:08.761048,5-EE-162,5,EE,162,,"2977 Main St, Texas, USA",2977 Main St,Texas,USA
5047,50.0,60323.9,Part-time,2023-04-30 22:34:08.761052,4-CC-931,4,CC,931,Poor,"5685 Main St, California, Canada",5685 Main St,California,Canada
5048,63.0,58216.08,Part-time,2023-12-09 22:34:08.761056,3-DB-711,3,DB,711,Poor,"4231 Main St, Texas, Canada",4231 Main St,Texas,Canada
5049,22.0,39416.93,Full-time,2023-10-07 22:34:08.761060,2-CD-140,2,CD,140,Good,"3912 Main St, Texas, United Kingdom",3912 Main St,Texas,UK
5050,43.0,37309.4,Part-time,2023-12-31 00:00:00.000000,1-BC-970,1,BC,970,,"4084 Main St, Florida, United Kingdom",4084 Main St,Florida,UK
5051,65.0,59853.48,Freelance,2023-10-08 22:34:08.761067,2-CE-310,2,CE,310,Average,"3194 Main St, Illinois, Australia",3194 Main St,Illinois,
5052,51.0,49936.97,Full-time,2023-03-14 22:34:08.761070,1-ED-369,1,ED,369,Poor,"3768 Main St, California, United Kingdom",3768 Main St,California,UK
5053,57.0,50898.65,Full-time,2023-03-20 22:34:08.761074,5-EC-736,5,EC,736,Poor,"9514 Main St, California, United Kingdom",9514 Main St,California,UK
5054,28.0,51856.32,Full-time,2023-11-01 22:34:08.761078,4-BA-458,4,BA,458,Average,"9171 Main St, Florida, Australia",9171 Main St,Florida,
5055,67.0,54680.93,Contract,2024-02-02 22:34:08.761082,3-BD-700,3,BD,700,Poor,"3885 Main St, Illinois, Australia",3885 Main St,Illinois,
5056,20.0,62874.06,Freelance,2023-02-13 22:34:08.761085,4-BE-654,4,BE,654,,"1707 Main St, Illinois, United Kingdom",1707 Main St,Illinois,UK
5057,50.0,31055.56,Contract,2023-09-28 22:34:08.761089,5-CE-477,5,CE,477,Average,"8101 Main St, New York, Australia",8101 Main St,New York,
5058,28.0,49936.97,Part-time,2023-08-02 22:34:08.761093,5-DE-147,5,DE,147,,"2947 Main St, Texas, Canada",2947 Main St,Texas,Canada
5059,33.0,41488.29,Full-time,2023-11-08 22:34:08.761096,5-AB-784,5,AB,784,Average,"8438 Main St, California, USA",8438 Main St,California,USA
5060,35.0,77022.93,Contract,2023-04-28 22:34:08.761100,4-CC-637,4,CC,637,Poor,"6987 Main St, Texas, Australia",6987 Main St,Texas,
5061,47.0,80332.61,Part-time,2023-11-25 22:34:08.761104,3-DC-798,3,DC,798,Average,"1452 Main St, Illinois, Australia",1452 Main St,Illinois,
5062,65.0,77467.66,Contract,2023-10-31 22:34:08.761107,1-AE-509,1,AE,509,,"6651 Main St, Florida, USA",6651 Main St,Florida,USA
5063,27.0,47105.28,Full-time,2023-12-16 22:34:08.761110,2-DA-195,2,DA,195,Average,"9475 Main St, California, USA",9475 Main St,California,USA
5064,35.0,49936.97,Part-time,2023-06-25 22:34:08.761114,1-EE-834,1,EE,834,Poor,"4592 Main St, New York, United Kingdom",4592 Main St,New York,UK
5065,55.0,14854.41,Full-time,2023-07-04 22:34:08.761118,3-CA-510,3,CA,510,Good,"5663 Main St, New York, United Kingdom",5663 Main St,New York,UK
5066,36.0,40789.43,Full-time,2023-09-04 22:34:08.761122,3-EB-739,3,EB,739,Poor,"7673 Main St, New York, USA",7673 Main St,New York,USA
5067,53.0,47028.9,Contract,2023-11-30 22:34:08.761126,1-EB-190,1,EB,190,Poor,"8373 Main St, New York, Canada",8373 Main St,New York,Canada
5068,30.0,69509.38,Freelance,2023-02-22 22:34:08.761129,5-DB-373,5,DB,373,Good,"9009 Main St, Illinois, USA",9009 Main St,Illinois,USA
5069,63.0,63017.08,Part-time,2023-10-21 22:34:08.761133,2-CE-225,2,CE,225,Average,"3747 Main St, New York, USA",3747 Main St,New York,USA
5070,20.0,53411.08,Part-time,2023-05-30 22:34:08.761137,4-DD-129,4,DD,129,Poor,"8972 Main St, California, Australia",8972 Main St,California,
5071,27.0,36652.33,Freelance,2023-11-10 22:34:08.761141,2-CB-850,2,CB,850,Good,"9421 Main St, New York, USA",9421 Main St,New York,USA
5072,55.0,35588.31,Part-time,2023-07-07 22:34:08.761144,1-AE-170,1,AE,170,,"4017 Main St, New York, Australia",4017 Main St,New York,
5073,18.0,53811.92,Contract,2023-05-08 22:34:08.761148,3-BA-352,3,BA,352,Good,"5361 Main St, New York, United Kingdom",5361 Main St,New York,UK
5074,44.0,60455.76,Part-time,2023-12-29 22:34:08.761152,5-CD-848,5,CD,848,Poor,"2153 Main St, California, USA",2153 Main St,California,USA
5075,63.0,55878.22,Contract,2023-07-29 22:34:08.761155,3-BC-829,3,BC,829,,"9769 Main St, California, Canada",9769 Main St,California,Canada
5076,25.0,49936.97,Part-time,2024-01-13 22:34:08.761159,2-DA-376,2,DA,376,Poor,"3532 Main St, Illinois, Canada",3532 Main St,Illinois,Canada
5077,68.0,59760.01,Contract,2023-11-28 22:34:08.761163,4-DC-379,4,DC,379,Good,"191 Main St, Illinois, Australia",191 Main St,Illinois,
5078,63.0,56388.66,Freelance,2023-03-25 22:34:08.761166,1-CD-390,1,CD,390,,"5249 Main St, Texas",5249 Main St,Texas,
5079,59.0,49936.97,Part-time,2023-03-07 22:34:08.761170,5-AD-888,5,AD,888,Poor,"804 Main St, United Kingdom",804 Main St,United Kingdom,
5080,34.0,38235.19,Contract,2024-01-31 22:34:08.761173,1-EB-419,1,EB,419,Good,"2238 Main St, Florida, USA",2238 Main St,Florida,USA
5081,26.0,60327.44,Full-time,2023-04-25 22:34:08.761177,1-EE-970,1,EE,970,,"5871 Main St, Illinois, USA",5871 Main St,Illinois,USA
5082,23.0,46482.39,Full-time,2024-01-20 22:34:08.761181,1-DA-245,1,DA,245,Poor,"6305 Main St, Illinois, Canada",6305 Main St,Illinois,Canada
5083,60.0,73837.21,Full-time,2023-12-31 00:00:00.000000,2-DA-606,2,DA,606,Good,"8546 Main St, New York, Australia",8546 Main St,New York,
5084,42.0,57516.94,Part-time,2023-06-11 22:34:08.761188,3-AC-511,3,AC,511,Poor,"5973 Main St, Texas, USA",5973 Main St,Texas,USA
5085,56.0,42700.53,Contract,2023-10-24 22:34:08.761191,3-EC-714,3,EC,714,Poor,"3440 Main St, New York, USA",3440 Main St,New York,USA
5086,43.0,49846.92,Full-time,2023-12-31 00:00:00.000000,2-CD-335,2,CD,335,Poor,"8464 Main St, California, United Kingdom",8464 Main St,California,UK
5087,45.0,50950.75,Part-time,2023-12-26 22:34:08.761199,2-DB-817,2,DB,817,Average,"6528 Main St, California, USA",6528 Main St,California,USA
5088,50.0,39074.15,Contract,2023-12-23 22:34:08.761203,3-ED-714,3,ED,714,Poor,"1196 Main St, Florida, Australia",1196 Main St,Florida,
5089,54.0,36311.18,Full-time,2023-05-25 22:34:08.761206,2-BA-289,2,BA,289,,"7189 Main St, Florida, USA",7189 Main St,Florida,USA
5090,26.0,60520.85,Full-time,2023-06-02 22:34:08.761210,3-DA-158,3,DA,158,Good,"6951 Main St, Texas, USA",6951 Main St,Texas,USA
5091,35.0,62679.1,Part-time,2024-01-18 22:34:08.761213,1-BA-856,1,BA,856,Good,"6358 Main St, Texas, USA",6358 Main St,Texas,USA
5092,38.0,59056.72,Contract,2023-08-22 22:34:08.761216,5-EE-251,5,EE,251,Average,"8274 Main St, California, Canada",8274 Main St,California,Canada
5093,19.0,72729.77,Part-time,2023-12-31 00:00:00.000000,3-AA-189,3,AA,189,Average,"4394 Main St, Illinois, Australia",4394 Main St,Illinois,
5094,60.0,41873.4,Full-time,2023-11-16 22:34:08.761222,2-DA-704,2,DA,704,Average,"4376 Main St, California, USA",4376 Main St,California,USA
5095,55.0,75114.06,Part-time,2023-08-29 22:34:08.761225,2-BD-351,2,BD,351,Poor,"5568 Main St, Florida, United Kingdom",5568 Main St,Florida,UK
5096,57.0,36486.18,Part-time,2024-01-12 22:34:08.761228,2-DC-824,2,DC,824,Poor,"2528 Main St, New York, United Kingdom",2528 Main St,New York,UK
5097,53.0,34809.72,Full-time,2023-06-25 22:34:08.761232,2-BE-302,2,BE,302,,"9623 Main St, Illinois, Canada",9623 Main St,Illinois,Canada
5098,67.0,23600.62,Full-time,2024-02-05 22:34:08.761236,5-EB-936,5,EB,936,Good,"9051 Main St, New York, USA",9051 Main St,New York,USA
5099,60.0,43313.07,Contract,2023-09-18 22:34:08.761239,4-AE-248,4,AE,248,Good,"5040 Main St, New York, Canada",5040 Main St,New York,Canada
5100,54.0,42444.16,Contract,2024-02-02 22:34:08.761243,4-EC-951,4,EC,951,Poor,"6757 Main St, California, United Kingdom",6757 Main St,California,UK
5101,32.0,57889.06,Full-time,2023-10-14 22:34:08.761246,4-EB-541,4,EB,541,Good,"2190 Main St, Illinois, United Kingdom",2190 Main St,Illinois,UK
5102,45.0,53658.36,Full-time,2023-12-31 00:00:00.000000,2-EE-806,2,EE,806,Poor,"7618 Main St, Texas, Canada",7618 Main St,Texas,Canada
5103,35.0,32105.4,Freelance,2023-12-30 22:34:08.761253,2-BC-672,2,BC,672,Average,"9152 Main St, California, Canada",9152 Main St,California,Canada
5104,51.0,49936.97,Freelance,2023-04-15 22:34:08.761257,5-DC-620,5,DC,620,Poor,"9650 Main St, Illinois, Australia",9650 Main St,Illinois,
5105,39.0,44428.07,Contract,2023-12-31 00:00:00.000000,2-AD-772,2,AD,772,,"307 Main St, Illinois, USA",307 Main St,Illinois,USA
